user_id,signup_date,signup_source,plan_type,country,industry,primary_platform,is_churned,churn_date
u_00067,2025-10-08,paid_facebook,basic,US,marketing,android,0,
u_00068,2026-05-20,paid_google,free,DE,finance,web,0,
u_00069,2025-06-01,paid_google,pro,Other,other,android,0,
u_00070,2025-10-28,paid_google,pro,US,media,android,0,
u_00071,2026-04-29,organic,basic,US,finance,web,0,
u_00072,2026-05-31,paid_google,basic,US,nonprofit,android,0,
u_00073,2025-09-27,paid_facebook,free,BR,consulting,web,0,
u_00074,2025-12-04,referral,enterprise,UK,nonprofit,web,0,
u_00075,2025-11-22,paid_google,free,US,ecommerce,ios,1,2025-11-29
u_00076,2025-10-29,organic,free,IN,media,web,0,
u_00077,2026-05-20,paid_google,free,US,media,web,0,
u_00078,2026-03-28,referral,free,UK,technology,android,0,
u_00079,2026-05-14,paid_google,enterprise,US,other,android,0,
u_00080,2025-08-15,paid_facebook,free,AU,marketing,ios,0,
u_00081,2026-01-09,paid_google,free,JP,finance,web,0,
u_00082,2026-04-03,organic,basic,CA,consulting,android,0,
u_00083,2026-05-22,referral,free,UK,education,web,0,
u_00084,2026-04-07,organic,free,UK,media,android,0,
u_00085,2026-04-04,paid_google,basic,US,finance,web,0,
u_00086,2025-11-22,organic,basic,CA,finance,android,0,
u_00087,2026-01-04,organic,free,IN,technology,ios,0,
u_00088,2025-07-18,paid_google,basic,FR,finance,android,0,
u_00089,2026-02-27,paid_google,free,US,ecommerce,android,1,2026-03-06
u_00090,2026-05-13,paid_facebook,free,CA,marketing,android,0,
u_00091,2025-12-01,paid_facebook,free,DE,finance,ios,0,
u_00092,2025-11-04,paid_facebook,free,US,marketing,android,0,
u_00093,2026-02-01,paid_google,basic,DE,consulting,ios,0,
u_00094,2025-10-29,paid_facebook,basic,JP,technology,web,0,
u_00095,2026-02-21,paid_google,free,JP,ecommerce,ios,0,
u_00096,2026-02-13,paid_google,free,CA,finance,web,1,2026-05-05
u_00097,2026-03-11,paid_google,basic,US,technology,android,0,
u_00098,2026-05-28,direct,free,FR,media,web,0,
u_00099,2026-05-15,organic,free,DE,healthcare,android,0,
u_00100,2026-05-27,direct,enterprise,US,education,web,0,
u_00101,2026-01-04,organic,basic,US,ecommerce,web,1,2026-01-19
u_00102,2026-04-07,organic,enterprise,US,education,android,0,
u_00103,2026-02-17,organic,free,US,ecommerce,web,0,
u_00104,2025-06-19,paid_facebook,basic,CA,consulting,web,1,2025-06-26
u_00105,2026-04-20,organic,free,US,education,ios,0,
u_00106,2026-03-16,referral,free,US,finance,web,0,
u_00107,2025-11-07,referral,free,US,marketing,web,0,
u_00108,2026-04-24,paid_facebook,free,UK,nonprofit,ios,1,2026-05-31
u_00109,2026-05-20,paid_google,free,US,other,android,1,2026-05-27
u_00110,2026-04-12,direct,free,US,finance,web,1,2026-04-19
u_00111,2026-05-06,referral,free,US,technology,web,1,2026-05-13
u_00112,2025-06-01,paid_google,basic,DE,marketing,web,0,
u_00113,2025-10-03,paid_facebook,free,US,ecommerce,web,1,2025-10-10
u_00114,2026-01-05,paid_google,free,IN,technology,web,0,
u_00115,2025-08-06,paid_google,free,US,consulting,web,0,
u_00116,2025-10-06,organic,free,US,nonprofit,ios,0,
u_00117,2026-05-01,paid_google,basic,US,other,android,1,2026-05-31
u_00118,2025-07-11,organic,free,US,technology,web,1,2025-07-20
u_00119,2026-02-08,paid_google,basic,US,other,web,0,
u_00120,2025-10-04,paid_facebook,free,US,ecommerce,ios,0,
u_00121,2025-07-06,direct,free,US,technology,web,0,
u_00122,2026-04-06,direct,pro,CA,finance,ios,0,
u_00123,2026-05-15,paid_google,basic,US,ecommerce,web,0,
u_00124,2026-04-24,paid_facebook,free,BR,other,web,0,
u_00125,2026-03-11,organic,basic,AU,technology,web,0,
u_00126,2025-09-25,paid_facebook,free,CA,technology,web,0,
u_00127,2025-08-17,organic,basic,US,healthcare,android,0,
u_00128,2026-05-30,organic,basic,BR,other,android,0,
u_00129,2026-02-16,paid_facebook,basic,US,other,web,0,
u_00130,2026-03-14,organic,enterprise,US,marketing,ios,0,
u_00131,2026-04-25,organic,free,US,marketing,web,0,
u_00132,2026-05-13,referral,basic,JP,nonprofit,ios,0,
u_00133,2026-04-02,organic,free,US,ecommerce,ios,0,
u_00134,2025-06-01,organic,free,JP,other,web,0,
u_00135,2026-04-05,organic,free,US,media,web,1,2026-04-12
u_00136,2026-02-14,organic,free,FR,marketing,web,0,
u_00137,2025-12-06,organic,basic,FR,consulting,web,0,
u_00138,2026-03-27,referral,free,JP,technology,ios,1,2026-04-30
u_00139,2025-06-01,organic,free,UK,consulting,android,0,
u_00140,2025-06-01,referral,free,BR,education,ios,0,
u_00141,2026-04-19,organic,free,Other,other,web,0,
u_00142,2026-02-20,paid_google,pro,US,other,web,0,
u_00143,2026-04-09,paid_facebook,free,UK,technology,web,0,
u_00144,2026-04-13,paid_facebook,basic,CA,technology,ios,0,
u_00145,2026-05-26,paid_facebook,basic,US,healthcare,web,0,
u_00146,2026-01-15,direct,basic,CA,media,web,0,
u_00147,2026-02-19,organic,free,US,consulting,ios,1,2026-03-15
u_00148,2026-05-24,paid_google,pro,IN,other,web,0,
u_00149,2026-04-14,referral,free,US,education,web,0,
u_00150,2025-06-18,organic,pro,US,marketing,web,0,
u_00151,2026-04-22,organic,free,US,technology,web,0,
u_00152,2026-05-09,organic,free,BR,marketing,web,0,
u_00153,2026-02-23,paid_facebook,free,US,ecommerce,web,0,
u_00154,2025-06-01,organic,basic,AU,nonprofit,web,0,
u_00155,2026-04-21,organic,free,AU,marketing,web,0,
u_00156,2025-12-20,paid_google,free,UK,media,web,1,2026-02-06
u_00157,2025-11-04,paid_facebook,free,US,finance,android,1,2025-11-22
u_00158,2026-04-22,organic,pro,US,marketing,web,0,
u_00159,2025-11-23,organic,basic,UK,healthcare,web,0,
u_00160,2026-03-26,paid_facebook,free,US,finance,ios,0,
u_00161,2026-01-06,direct,basic,IN,nonprofit,web,0,
u_00162,2026-01-05,paid_facebook,free,Other,finance,ios,0,
u_00163,2026-02-09,referral,free,US,marketing,web,1,2026-05-30
u_00164,2026-05-18,paid_google,pro,IN,media,android,0,
u_00165,2025-09-11,organic,free,Other,other,android,0,
u_00166,2026-04-05,paid_google,free,BR,education,ios,0,
u_00167,2026-05-01,referral,free,BR,marketing,ios,0,
u_00168,2026-05-25,paid_google,free,BR,marketing,web,0,
u_00169,2026-01-21,referral,free,US,technology,android,1,2026-02-23
u_00170,2025-12-18,direct,free,FR,technology,web,1,2026-03-10
u_00171,2026-05-29,organic,free,JP,nonprofit,web,1,2026-05-31
u_00172,2026-02-16,organic,free,UK,technology,web,1,2026-04-12
u_00173,2026-04-24,organic,free,US,healthcare,web,0,
u_00174,2026-01-01,paid_google,free,UK,ecommerce,ios,0,
u_00175,2026-05-04,organic,free,US,media,web,0,
u_00176,2025-12-12,referral,basic,US,technology,ios,0,
u_00177,2026-03-21,organic,free,IN,finance,web,1,2026-04-30
u_00178,2025-06-01,organic,basic,IN,marketing,android,0,
u_00179,2026-05-10,organic,basic,UK,marketing,ios,0,
u_00180,2026-04-01,direct,basic,US,marketing,ios,0,
u_00181,2026-05-14,paid_facebook,free,AU,education,ios,1,2026-05-21
u_00182,2025-06-01,direct,free,US,technology,android,0,
u_00183,2025-07-30,direct,free,US,finance,web,0,
u_00184,2026-04-18,paid_google,basic,DE,technology,web,0,
u_00185,2025-12-25,organic,free,US,other,ios,1,2026-01-30
u_00186,2025-09-26,organic,basic,US,education,ios,0,
u_00187,2026-02-03,organic,pro,US,media,web,0,
u_00188,2026-02-11,paid_facebook,free,AU,technology,web,0,
u_00189,2026-04-21,organic,free,IN,consulting,web,1,2026-05-01
u_00190,2026-05-17,organic,basic,US,finance,web,0,
u_00191,2025-07-04,paid_facebook,free,US,technology,android,1,2025-08-23
u_00192,2025-06-30,paid_facebook,free,DE,consulting,web,0,
u_00193,2026-01-06,paid_facebook,pro,FR,consulting,ios,0,
u_00194,2026-04-01,paid_google,free,DE,other,ios,0,
u_00195,2026-03-30,referral,pro,AU,consulting,web,0,
u_00196,2025-11-24,paid_google,basic,IN,technology,web,0,
u_00197,2025-07-04,organic,basic,CA,marketing,web,0,
u_00198,2025-07-18,referral,free,FR,finance,ios,0,
u_00199,2025-10-23,direct,free,AU,technology,web,0,
u_00200,2026-01-02,organic,free,FR,consulting,web,0,
u_00201,2026-05-19,paid_google,free,UK,healthcare,web,1,2026-05-31
u_00202,2026-05-06,paid_google,free,FR,nonprofit,web,0,
u_00203,2025-07-02,organic,free,DE,education,web,0,
u_00204,2026-01-16,referral,free,FR,healthcare,web,0,
u_00205,2026-05-30,organic,free,US,technology,web,0,
u_00206,2026-05-16,referral,basic,DE,technology,ios,0,
u_00207,2025-12-24,paid_facebook,free,BR,media,web,0,
u_00208,2026-05-31,paid_google,free,US,other,ios,1,2026-05-31
u_00209,2026-05-06,organic,basic,DE,finance,ios,0,
u_00210,2026-02-05,organic,enterprise,BR,consulting,android,0,
u_00211,2025-12-11,organic,free,US,education,web,0,
u_00212,2025-12-29,organic,free,UK,other,web,0,
u_00213,2026-04-25,organic,free,IN,marketing,android,0,
u_00214,2025-12-01,referral,pro,UK,healthcare,android,0,
u_00215,2026-04-22,paid_google,basic,US,finance,web,0,
u_00216,2026-04-04,referral,basic,US,healthcare,web,0,
u_00217,2025-11-13,paid_google,free,US,marketing,android,0,
u_00218,2025-12-30,referral,free,US,healthcare,web,0,
u_00219,2025-08-29,direct,free,US,education,android,1,2025-09-05
u_00220,2025-12-26,organic,basic,CA,technology,android,0,
u_00221,2026-01-29,referral,basic,IN,ecommerce,web,0,
u_00222,2026-05-17,paid_facebook,enterprise,CA,ecommerce,android,0,
u_00223,2026-03-26,referral,free,US,media,web,1,2026-04-06
u_00224,2026-04-17,paid_facebook,free,UK,finance,ios,0,
u_00225,2026-04-21,paid_google,free,US,technology,web,1,2026-04-29
u_00226,2025-06-01,organic,basic,BR,finance,web,0,
u_00227,2026-03-20,organic,basic,CA,technology,ios,0,
u_00228,2025-07-11,paid_google,free,BR,education,web,0,
u_00229,2026-01-06,direct,free,US,technology,android,0,
u_00230,2025-10-13,paid_facebook,free,CA,finance,web,0,
u_00231,2026-02-19,organic,free,IN,technology,web,0,
u_00232,2026-01-26,referral,pro,BR,technology,web,0,
u_00233,2026-02-22,referral,free,UK,other,android,0,
u_00234,2026-04-30,organic,basic,IN,other,web,0,
u_00235,2025-11-26,organic,free,US,healthcare,android,1,2025-12-20
u_00236,2026-04-14,organic,basic,DE,marketing,web,0,
u_00237,2026-05-28,referral,free,US,nonprofit,web,0,
u_00238,2026-01-01,referral,basic,US,nonprofit,android,0,
u_00239,2026-05-03,organic,free,US,media,web,0,
u_00240,2025-06-01,organic,free,Other,healthcare,web,1,2025-08-22
u_00241,2025-06-01,referral,free,US,technology,android,0,
u_00242,2025-06-07,direct,free,BR,technology,ios,0,
u_00243,2026-03-25,referral,free,Other,media,ios,1,2026-04-01
u_00244,2026-05-29,paid_facebook,free,JP,media,android,0,
u_00245,2025-06-01,organic,enterprise,FR,finance,web,0,
u_00246,2026-03-11,paid_google,free,FR,marketing,android,0,
u_00247,2025-06-01,organic,basic,US,education,ios,0,
u_00248,2025-06-01,referral,enterprise,US,consulting,ios,0,
u_00249,2025-08-25,paid_google,free,DE,ecommerce,web,0,
u_00250,2026-04-11,referral,basic,UK,education,android,0,
u_00251,2026-03-22,paid_google,free,US,marketing,ios,1,2026-04-23
u_00252,2025-08-27,referral,free,DE,marketing,web,0,
u_00253,2026-04-06,organic,free,IN,ecommerce,ios,0,
u_00254,2026-05-04,paid_google,pro,BR,consulting,web,0,
u_00255,2026-02-02,paid_facebook,free,IN,technology,ios,0,
u_00256,2025-06-01,organic,free,IN,technology,android,1,2025-06-16
u_00257,2025-12-09,direct,free,UK,ecommerce,web,0,
u_00258,2026-01-29,paid_google,pro,UK,finance,android,0,
u_00259,2026-05-17,paid_google,free,Other,healthcare,web,1,2026-05-31
u_00260,2026-01-13,referral,basic,US,education,web,0,
u_00261,2025-06-01,referral,basic,UK,consulting,web,0,
u_00262,2026-05-10,paid_google,basic,DE,consulting,web,0,
u_00263,2026-02-14,direct,pro,UK,marketing,ios,0,
u_00264,2025-07-30,organic,basic,US,healthcare,android,0,
u_00265,2025-11-16,organic,free,US,technology,web,0,
u_00266,2025-12-09,paid_google,free,US,media,web,1,2025-12-23
u_00267,2025-12-06,paid_google,free,US,media,ios,0,
u_00268,2026-03-28,paid_google,free,FR,marketing,ios,0,
u_00269,2026-04-11,organic,free,UK,technology,android,0,
u_00270,2025-10-02,paid_google,free,US,technology,web,0,
u_00271,2025-10-02,referral,free,US,education,android,1,2025-10-09
u_00272,2025-08-11,paid_google,enterprise,US,technology,web,0,
u_00273,2025-06-10,direct,free,FR,ecommerce,web,0,
u_00274,2026-02-16,referral,pro,UK,ecommerce,android,0,
u_00275,2026-02-19,organic,free,Other,education,web,0,
u_00276,2025-10-10,organic,basic,US,media,ios,0,
u_00277,2025-12-30,organic,basic,BR,finance,ios,0,
u_00278,2025-12-06,referral,free,US,nonprofit,web,1,2025-12-27
u_00279,2025-10-12,organic,free,US,technology,ios,0,
u_00280,2025-07-14,organic,free,US,technology,ios,0,
u_00281,2026-04-01,direct,free,IN,finance,web,1,2026-04-08
u_00282,2026-03-24,paid_facebook,pro,US,education,ios,0,
u_00283,2026-05-17,organic,basic,UK,technology,android,0,
u_00284,2026-01-26,organic,free,AU,healthcare,web,0,
u_00285,2026-05-26,referral,free,US,marketing,android,0,
u_00286,2026-03-01,referral,free,US,media,web,0,
u_00287,2026-02-07,organic,free,BR,healthcare,web,0,
u_00288,2026-04-12,paid_google,basic,UK,education,ios,0,
u_00289,2026-01-21,referral,free,BR,nonprofit,web,0,
u_00290,2026-05-27,referral,free,US,consulting,android,0,
u_00291,2026-05-26,referral,free,US,finance,android,0,
u_00292,2025-09-22,paid_google,free,US,healthcare,android,0,
u_00293,2026-03-27,direct,basic,JP,education,ios,0,
u_00294,2026-05-12,organic,free,FR,marketing,android,0,
u_00295,2026-02-13,organic,enterprise,Other,technology,ios,0,
u_00296,2025-10-30,paid_facebook,pro,UK,marketing,web,0,
u_00297,2026-04-26,paid_google,free,AU,consulting,android,1,2026-05-03
u_00298,2026-01-10,referral,free,UK,marketing,web,1,2026-01-19
u_00299,2026-05-19,organic,basic,UK,technology,web,0,
u_00300,2026-05-24,referral,pro,BR,marketing,web,0,
u_00301,2026-02-10,organic,basic,US,ecommerce,android,0,
u_00302,2026-02-07,paid_facebook,free,US,education,web,0,
u_00303,2026-01-04,organic,enterprise,US,ecommerce,web,0,
u_00304,2025-11-24,paid_facebook,free,AU,marketing,web,0,
u_00305,2025-06-01,paid_facebook,basic,US,nonprofit,web,0,
u_00306,2026-02-15,paid_google,pro,US,finance,web,0,
u_00307,2026-04-05,organic,free,Other,healthcare,ios,1,2026-04-24
u_00308,2025-10-13,paid_google,pro,US,nonprofit,web,0,
u_00309,2026-04-16,referral,free,US,other,ios,0,
u_00310,2026-03-08,organic,enterprise,DE,education,web,0,
u_00311,2026-05-20,organic,free,AU,nonprofit,web,1,2026-05-31
u_00312,2026-05-28,organic,enterprise,US,healthcare,android,0,
u_00313,2025-06-01,direct,free,IN,marketing,web,1,2025-06-08
u_00314,2025-09-10,paid_google,basic,US,marketing,web,0,
u_00315,2025-12-09,organic,free,IN,healthcare,android,1,2025-12-16
u_00316,2026-03-16,referral,free,US,education,web,0,
u_00317,2026-05-04,paid_facebook,free,US,finance,web,0,
u_00318,2026-05-07,organic,basic,UK,media,web,0,
u_00319,2026-04-20,direct,free,JP,finance,web,0,
u_00320,2026-02-04,paid_facebook,free,CA,marketing,web,0,
u_00321,2025-11-30,paid_google,free,JP,technology,android,0,
u_00322,2025-12-25,paid_google,enterprise,DE,other,web,0,
u_00323,2026-04-14,referral,free,US,consulting,web,0,
u_00324,2025-06-01,organic,free,US,education,android,0,
u_00325,2025-11-18,organic,free,FR,media,web,1,2025-11-25
u_00326,2026-02-03,organic,free,DE,consulting,web,0,
u_00327,2026-01-14,referral,free,Other,nonprofit,ios,0,
u_00328,2026-03-13,paid_google,free,US,finance,web,0,
u_00329,2026-04-20,paid_facebook,pro,US,healthcare,web,0,
u_00330,2026-03-28,organic,basic,US,technology,ios,0,
u_00331,2025-11-06,paid_facebook,free,US,other,android,0,
u_00332,2026-05-29,referral,free,US,other,web,0,
u_00333,2026-05-14,paid_google,basic,UK,consulting,ios,0,
u_00334,2026-05-25,referral,free,DE,finance,web,0,
u_00335,2026-05-25,organic,basic,US,healthcare,web,0,
u_00336,2025-08-23,referral,free,US,finance,web,0,
u_00337,2025-12-05,organic,free,CA,marketing,web,1,2026-01-17
u_00338,2026-02-27,paid_google,free,UK,healthcare,web,1,2026-03-10
u_00339,2026-05-17,direct,pro,IN,technology,android,0,
u_00340,2026-02-22,direct,free,UK,other,android,0,
u_00341,2026-02-27,organic,free,FR,finance,ios,1,2026-04-07
u_00342,2026-05-04,paid_google,free,IN,nonprofit,web,1,2026-05-17
u_00343,2026-03-10,organic,basic,JP,ecommerce,ios,0,
u_00344,2026-03-18,referral,pro,UK,marketing,ios,0,
u_00345,2026-01-12,paid_google,free,US,marketing,web,0,
u_00346,2026-01-05,paid_google,free,US,other,web,0,
u_00347,2026-05-25,organic,pro,IN,consulting,web,0,
u_00348,2026-03-24,direct,free,IN,marketing,web,0,
u_00349,2026-01-08,paid_google,free,DE,technology,web,1,2026-01-25
u_00350,2026-02-19,organic,free,US,ecommerce,android,1,2026-02-26
u_00351,2025-08-22,paid_google,basic,DE,marketing,web,0,
u_00352,2025-12-26,organic,free,AU,marketing,web,0,
u_00353,2026-05-06,paid_facebook,basic,DE,ecommerce,android,0,
u_00354,2026-05-21,direct,free,UK,ecommerce,web,0,
u_00355,2026-01-02,referral,free,Other,healthcare,ios,1,2026-01-20
u_00356,2026-05-28,paid_google,basic,UK,nonprofit,web,0,
u_00357,2026-01-23,referral,free,US,ecommerce,web,1,2026-02-16
u_00358,2025-06-01,paid_google,free,BR,media,web,0,
u_00359,2026-01-27,organic,basic,US,technology,web,0,
u_00360,2026-03-21,direct,pro,CA,marketing,ios,0,
u_00361,2026-01-01,organic,pro,US,technology,web,0,
u_00362,2026-03-03,organic,enterprise,US,marketing,web,0,
u_00363,2026-02-06,direct,pro,US,other,ios,0,
u_00364,2025-06-01,organic,free,US,other,web,0,
u_00365,2026-03-21,referral,free,US,consulting,ios,1,2026-05-05
u_00366,2025-06-01,direct,basic,US,healthcare,web,0,
u_00367,2025-06-22,paid_google,free,CA,consulting,android,0,
u_00368,2026-04-30,organic,basic,CA,healthcare,web,0,
u_00369,2026-05-21,paid_google,basic,AU,technology,web,0,
u_00370,2026-05-16,organic,free,BR,healthcare,web,0,
u_00371,2026-05-29,paid_google,pro,UK,education,android,0,
u_00372,2026-05-17,referral,free,BR,marketing,android,0,
u_00373,2025-12-15,paid_google,free,IN,marketing,web,1,2025-12-22
u_00374,2026-05-21,paid_google,enterprise,UK,marketing,ios,0,
u_00375,2026-04-06,paid_google,free,CA,education,web,0,
u_00376,2025-09-02,paid_google,free,US,technology,web,1,2025-09-28
u_00377,2026-05-28,referral,free,AU,ecommerce,android,0,
u_00378,2025-09-28,organic,basic,UK,finance,web,0,
u_00379,2026-04-13,referral,basic,US,finance,web,0,
u_00380,2026-05-13,paid_google,basic,US,consulting,ios,0,
u_00381,2025-12-09,organic,basic,US,healthcare,android,0,
u_00382,2026-01-07,organic,free,FR,finance,web,0,
u_00383,2025-07-30,paid_google,pro,Other,media,web,1,2025-08-06
u_00384,2025-11-19,paid_facebook,pro,US,finance,web,0,
u_00385,2025-10-07,organic,free,US,media,web,1,2025-10-24
u_00386,2026-04-13,direct,free,US,healthcare,web,0,
u_00387,2026-05-03,paid_google,enterprise,BR,marketing,android,0,
u_00388,2025-11-10,direct,pro,US,education,web,0,
u_00389,2025-10-04,organic,pro,JP,marketing,ios,0,
u_00390,2025-06-01,organic,pro,DE,technology,android,0,
u_00391,2026-03-15,organic,free,FR,technology,ios,0,
u_00392,2026-03-25,organic,basic,IN,marketing,web,0,
u_00393,2025-10-25,referral,free,DE,ecommerce,ios,0,
u_00394,2026-04-01,organic,free,IN,media,android,0,
u_00395,2025-06-01,paid_google,basic,BR,media,web,0,
u_00396,2025-08-20,organic,free,BR,marketing,web,0,
u_00397,2026-03-11,paid_google,basic,IN,education,web,0,
u_00398,2025-11-10,referral,free,DE,marketing,web,0,
u_00399,2025-11-08,paid_facebook,free,JP,education,web,0,
u_00400,2026-05-16,paid_facebook,free,JP,media,ios,1,2026-05-23
u_00401,2025-06-26,organic,free,DE,technology,ios,0,
u_00402,2026-02-18,direct,free,US,other,web,1,2026-02-25
u_00403,2025-09-19,paid_facebook,free,US,consulting,ios,0,
u_00404,2026-04-05,paid_google,enterprise,BR,consulting,web,0,
u_00405,2025-07-07,paid_google,free,US,ecommerce,ios,0,
u_00406,2026-03-21,direct,free,US,consulting,ios,0,
u_00407,2026-05-30,paid_google,free,US,other,ios,1,2026-05-31
u_00408,2025-06-22,paid_facebook,basic,IN,consulting,web,0,
u_00409,2026-05-18,paid_google,free,IN,finance,ios,0,
u_00410,2026-04-05,organic,basic,US,education,web,0,
u_00411,2025-06-01,paid_facebook,basic,US,marketing,web,0,
u_00412,2025-06-01,paid_facebook,free,CA,other,web,0,
u_00413,2026-01-27,paid_google,free,JP,nonprofit,web,1,2026-02-03
u_00414,2026-01-06,paid_facebook,pro,US,healthcare,web,0,
u_00415,2026-03-06,organic,basic,US,consulting,web,0,
u_00416,2026-04-11,referral,basic,DE,nonprofit,web,1,2026-05-31
u_00417,2026-04-03,direct,free,AU,marketing,ios,0,
u_00418,2025-12-20,referral,free,AU,education,web,1,2026-02-10
u_00419,2025-11-09,organic,free,CA,healthcare,web,0,
u_00420,2025-10-15,paid_google,free,FR,consulting,web,0,
u_00421,2025-10-17,referral,free,US,finance,ios,0,
u_00422,2026-05-18,paid_google,basic,US,ecommerce,ios,0,
u_00423,2026-02-21,paid_google,free,IN,finance,android,0,
u_00424,2026-05-23,direct,basic,BR,technology,ios,0,
u_00425,2026-02-04,paid_google,basic,IN,technology,web,0,
u_00426,2026-03-08,paid_google,free,Other,technology,ios,0,
u_00427,2025-07-17,organic,basic,AU,technology,web,0,
u_00428,2026-03-30,organic,free,CA,healthcare,web,0,
u_00429,2026-05-13,organic,basic,US,ecommerce,android,0,
u_00430,2026-05-09,direct,free,US,technology,web,0,
u_00431,2025-11-04,paid_google,free,AU,education,ios,0,
u_00432,2026-01-11,paid_google,basic,US,education,android,0,
u_00433,2026-05-16,referral,free,US,technology,web,0,
u_00434,2026-05-19,paid_facebook,pro,JP,finance,web,0,
u_00435,2025-12-07,paid_facebook,free,FR,consulting,web,0,
u_00436,2026-05-21,organic,free,US,technology,web,0,
u_00437,2025-09-22,referral,free,AU,technology,web,0,
u_00438,2025-12-04,organic,free,US,other,android,1,2025-12-13
u_00439,2026-05-19,organic,free,US,ecommerce,android,0,
u_00440,2026-05-19,organic,basic,DE,finance,ios,0,
u_00441,2025-06-01,organic,basic,CA,education,ios,0,
u_00442,2026-03-24,organic,pro,US,media,web,0,
u_00443,2026-03-25,paid_facebook,enterprise,US,media,ios,0,
u_00444,2025-09-30,organic,free,US,marketing,web,0,
u_00445,2025-06-01,paid_facebook,basic,Other,healthcare,web,0,
u_00446,2025-06-01,organic,free,DE,education,web,0,
